area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_cleaned,bhk,price_per_sqft,price_in_lakhs
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,71.0,1098.0,2,6466.302367941712,7100000.0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,1.0,93.25,1411.0,3,6608.788093550674,9325000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262,2.0,1.0,65.0,1262.0,3,5150.5546751188585,6500000.0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,Bhe 2ko,1732,3.0,1.0,112.0,1732.0,3,6466.512702078522,11200000.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,933,2.0,1.0,66.0,933.0,2,7073.954983922829,6600000.0
Super built-up  Area,18-May,Thanisandra,1 BHK,Bhmesy ,933,1.0,1.0,61.0,933.0,1,6538.049303322615,6100000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,107.0,1702.0,3,6286.721504112808,10700000.0
Super built-up  Area,19-Dec,Thanisandra,1 BHK,Cotaror,684 - 810,1.0,0.0,34.355,747.0,1,4599.062918340026,3435499.9999999995
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,2030,4.0,1.0,125.0,2030.0,3,6157.635467980295,12500000.0
Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,663,1.0,1.0,46.0,663.0,1,6938.15987933635,4600000.0
Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,2.0,100.0,1411.0,3,7087.172218284904,10000000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,120.0,1702.0,3,7050.5287896592245,12000000.0
Built-up  Area,Ready To Move,Thanisandra,4 BHK,Bhmesy ,1948,4.0,2.0,129.0,1948.0,4,6622.17659137577,12900000.0
Built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1573,3.0,1.0,90.0,1573.0,3,5721.551176096631,9000000.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,70.0,1056.0,2,6628.787878787879,7000000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1719,3.0,2.0,135.0,1719.0,3,7853.4031413612565,13500000.0
Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1595,3.0,2.0,96.0,1595.0,3,6018.808777429467,9600000.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,125.0,1698.0,3,7361.601884570083,12500000.0
Super built-up  Area,18-Apr,Thanisandra,2 BHK,Bhmesy ,1056,2.0,1.0,75.0,1056.0,2,7102.272727272727,7500000.0
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1245,2.0,1.0,83.05,1245.0,2,6670.682730923695,8305000.0
Built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,3.0,188.0,2695.0,4,6975.881261595548,18800000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1261,2.0,1.0,80.0,1261.0,3,6344.171292624901,8000000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1884,4.0,2.0,117.0,1884.0,3,6210.1910828025475,11700000.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,965,2.0,1.0,54.0,965.0,2,5595.854922279793,5400000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1930,4.0,2.0,122.0,1930.0,3,6321.243523316062,12200000.0
Super built-up  Area,18-Nov,Thanisandra,1 BHK,Bhe 2ko,620 - 934,1.0,0.0,38.46,777.0,1,4949.80694980695,3846000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,68.0,1241.0,3,5479.45205479452,6800000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1930,4.0,2.0,120.0,1930.0,3,6217.616580310881,12000000.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,50.4,760.0,1,6631.578947368421,5040000.0
Super built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,663,1.0,0.0,32.82,663.0,1,4950.226244343891,3282000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1801,3.0,2.0,115.0,1801.0,3,6385.341476957246,11500000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1806,6.0,2.0,116.0,1806.0,3,6423.034330011074,11600000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,115.0,1573.0,3,7310.870947234584,11500000.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1305,2.0,2.0,90.0,1305.0,2,6896.551724137931,9000000.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1965,4.0,2.0,125.0,1965.0,3,6361.323155216285,12500000.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1694,3.0,1.0,125.0,1694.0,3,7378.984651711924,12500000.0
Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,100.0,1573.0,3,6357.279084551812,10000000.0
Built-up  Area,18-Mar,Thanisandra,4 BHK,Bhmesy ,1917,4.0,2.0,130.0,1917.0,4,6781.429316640584,13000000.0
Built-up  Area,Ready To Move,"Thanisandra Main Road,",3 BHK,,2357,3.0,2.0,151.0,2357.0,3,6406.448875689436,15100000.0
Built-up  Area,Ready To Move,"Thanisandra Main Road,",4 BHK,,2872,4.0,3.0,183.0,2872.0,4,6371.866295264624,18300000.0
Super built-up  Area,19-Dec,Thanisandra main road,3 BHK,,3144,3.0,1.0,455.0,3144.0,3,14472.010178117049,45500000.0
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,,4110,4.0,2.0,590.0,4110.0,4,14355.231143552312,59000000.0
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,,4209,4.0,2.0,602.0,4209.0,4,14302.684723212164,60200000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,3122.0,4,7367.072389493914,23000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,142.0,2072.0,3,6853.281853281854,14200000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1297,2.0,2.0,103.0,1297.0,2,7941.403238242097,10300000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,95.0,1418.0,2,6699.576868829337,9500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,235.0,3122.0,4,7527.226137091608,23500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,245.0,3122.0,4,7847.533632286995,24500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,150.0,2072.0,3,7239.382239382239,15000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,103.0,1418.0,2,7263.7517630465445,10300000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,101.0,1418.0,2,7122.708039492242,10100000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,104.0,1418.0,2,7334.273624823695,10400000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,139.0,2072.0,3,6708.494208494209,13900000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,5.0,2.0,225.0,3122.0,4,7206.91864189622,22500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,2912,6.0,2.0,210.0,2912.0,4,7211.538461538462,21000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,103.0,1418.0,2,7263.7517630465445,10300000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,159.0,2072.0,3,7673.745173745174,15900000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,147.0,2072.0,3,7094.594594594595,14700000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,106.0,1418.0,2,7475.317348377997,10600000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,156.0,2215.0,3,7042.889390519187,15600000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,104.0,1418.0,2,7334.273624823695,10400000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,237.0,3122.0,4,7591.287636130685,23700000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,105.0,1418.0,2,7404.795486600846,10500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,104.0,1418.0,2,7334.273624823695,10400000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,139.0,2072.0,3,6708.494208494209,13900000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,160.0,2215.0,3,7223.476297968397,16000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,106.0,1418.0,2,7475.317348377997,10600000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,155.0,2072.0,3,7480.694980694981,15500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830,4.0,2.0,135.0,1830.0,3,7377.049180327869,13500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,105.0,1418.0,2,7404.795486600846,10500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,160.0,2072.0,3,7722.007722007722,16000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,150.0,2215.0,3,6772.009029345372,15000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,154.0,2215.0,3,6952.5959367945825,15400000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,152.0,2072.0,3,7335.907335907336,15200000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,160.0,2072.0,3,7722.007722007722,16000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,155.0,2072.0,3,7480.694980694981,15500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,235.0,3122.0,4,7527.226137091608,23500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,153.0,2072.0,3,7384.169884169884,15300000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,150.0,2215.0,3,6772.009029345372,15000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,157.0,2072.0,3,7577.220077220078,15700000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,105.0,1418.0,2,7404.795486600846,10500000.0
Built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3362,5.0,2.0,249.0,3362.0,4,7406.305770374777,24900000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,245.0,3122.0,4,7847.533632286995,24500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830,3.0,2.0,133.0,1830.0,3,7267.75956284153,13300000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,154.0,2215.0,3,6952.5959367945825,15400000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4190,4.0,,325.0,4190.0,4,7756.563245823389,32500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,157.0,2215.0,3,7088.03611738149,15700000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,151.0,2072.0,3,7287.644787644787,15100000.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4303,5.0,,300.0,4303.0,4,6971.880083662561,30000000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1400,2.0,2.0,105.0,1400.0,2,7500.0,10500000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,162.0,2215.0,3,7313.769751693002,16200000.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1297,2.0,2.0,98.0,1297.0,2,7555.898226676947,9800000.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,152.0,2215.0,3,6862.302483069978,15200000.0
Super built-up  Area,Ready To Move,Thippasandra,1 BHK,,650,1.0,0.0,30.0,650.0,1,4615.384615384615,3000000.0
Super built-up  Area,Ready To Move,Thippasandra,1 BHK,,660,1.0,0.0,30.0,660.0,1,4545.454545454545,3000000.0
Carpet  Area,Ready To Move,Thirumenahalli,2 BHK,,1100,2.0,2.0,70.0,1100.0,2,6363.636363636364,7000000.0
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,,3800,4.0,3.0,239.0,3800.0,4,6289.473684210527,23900000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,,1200,2.0,2.0,78.0,1200.0,2,6500.0,7800000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Adity S,1128,2.0,2.0,75.0,1128.0,2,6648.936170212766,7500000.0
Built-up  Area,Ready To Move,Thubarahalli,2 BHK,Soowsa ,975,2.0,1.0,55.0,975.0,2,5641.025641025641,5500000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Kenia G,1330,2.0,1.0,75.0,1330.0,2,5639.097744360903,7500000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Adity S,1085,2.0,1.0,70.0,1085.0,2,6451.612903225807,7000000.0
Built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1216,2.0,1.0,80.0,1216.0,2,6578.9473684210525,8000000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,,1200,2.0,2.0,79.0,1200.0,2,6583.333333333333,7900000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200,2.0,2.0,80.0,1200.0,2,6666.666666666667,8000000.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200,2.0,2.0,79.55,1200.0,2,6629.166666666667,7955000.0
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Asnts a,1540,3.0,3.0,90.0,1540.0,3,5844.1558441558445,9000000.0
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,2625,3.0,3.0,175.0,2625.0,3,6666.666666666667,17500000.0
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,Asnts a,1540,3.0,,90.0,1540.0,3,5844.1558441558445,9000000.0
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584,3.0,2.0,101.0,1584.0,3,6376.262626262626,10100000.0
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,,600,3.0,2.0,65.0,600.0,4,10833.333333333334,6500000.0
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,,600,3.0,2.0,65.0,600.0,4,10833.333333333334,6500000.0
Plot  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,,800,1.0,1.0,100.0,800.0,1,12500.0,10000000.0
Built-up  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,,660,1.0,0.0,95.0,660.0,1,14393.939393939394,9500000.0
Plot  Area,Ready To Move,Thyagaraja Nagar,5 Bedroom,,570,5.0,0.0,80.0,570.0,5,14035.087719298246,8000000.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3 BHK,,1270,2.0,2.0,95.25,1270.0,3,7500.0,9525000.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2 BHK,,1040,2.0,1.0,68.0,1040.0,2,6538.461538461538,6800000.0
Plot  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,,1675,1.0,0.0,241.0,1675.0,1,14388.059701492537,24100000.0
Super built-up  Area,Ready To Move,Tigalarpalya,3 BHK,Spess C,1998,3.0,2.0,117.0,1998.0,3,5855.855855855856,11700000.0
Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500,2.0,1.0,87.0,1500.0,3,5800.0,8700000.0
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1350,2.0,1.0,100.0,1350.0,2,7407.407407407408,10000000.0
Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500,3.0,1.0,87.0,1500.0,3,5800.0,8700000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,95.0,1500.0,3,6333.333333333333,9500000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soite E,1779,3.0,2.0,112.0,1779.0,3,6295.6717256885895,11200000.0
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1586,3.0,1.0,100.0,1586.0,3,6305.170239596469,10000000.0
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,,1098,2.0,1.0,72.0,1098.0,2,6557.377049180328,7200000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3.0,1.0,90.0,1354.0,3,6646.971935007386,9000000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1240,2.0,1.0,84.0,1240.0,3,6774.193548387097,8400000.0
Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1239,2.0,1.0,82.0,1239.0,2,6618.240516545601,8200000.0
Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,82.0,1246.0,2,6581.0593900481545,8200000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,100.0,1500.0,3,6666.666666666667,10000000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soubya ,1789,3.0,2.0,98.0,1789.0,3,5477.920626048071,9800000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1416,3.0,1.0,94.0,1416.0,3,6638.418079096045,9400000.0
Super built-up  Area,17-Dec,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,60.0,1027.0,2,5842.259006815969,6000000.0
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,68.62,1027.0,2,6681.596884128529,6862000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soubya ,1459,2.0,1.0,95.0,1459.0,3,6511.3091158327625,9500000.0
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992,2.0,1.0,60.0,992.0,2,6048.387096774193,6000000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1240,2.0,1.0,79.0,1240.0,3,6370.967741935484,7900000.0
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1441,2.0,1.0,95.0,1441.0,3,6592.64399722415,9500000.0
Super built-up  Area,18-Apr,Tumkur Road,3 BHK,Sahtsva,1240,2.0,1.0,83.0,1240.0,3,6693.548387096775,8300000.0
Super built-up  Area,18-May,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,67.0,1027.0,2,6523.855890944498,6700000.0
Built-up  Area,Ready To Move,Tumkur Road,3 BHK,Mairer ,1060,2.0,2.0,58.3,1060.0,3,5500.0,5830000.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3.0,1.0,85.86,1354.0,3,6341.211225997045,8586000.0
Plot  Area,Ready To Move,Udaya Nagar,2 Bedroom,,1000,1.0,1.0,75.0,1000.0,2,7500.0,7500000.0
Plot  Area,Ready To Move,Ullal Road,5 Bedroom,,1200,5.0,1.0,130.0,1200.0,5,10833.333333333334,13000000.0
Plot  Area,Ready To Move,Ullal Uppanagar,2 Bedroom,,1200,2.0,0.0,82.0,1200.0,2,6833.333333333333,8200000.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,2135.0,3,10070.257611241217,21500000.0
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,1275,2.0,,120.0,1275.0,2,9411.764705882353,12000000.0
Built-up  Area,Ready To Move,Ulsoor,3 BHK,,1020,3.0,2.0,110.0,1020.0,3,10784.313725490196,11000000.0
Built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1180,2.0,2.0,100.0,1180.0,2,8474.57627118644,10000000.0
Built-up  Area,Ready To Move,Ulsoor,3 BHK,,1340,3.0,0.0,90.0,1340.0,3,6716.417910447762,9000000.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,1500,2.0,2.0,125.0,1500.0,3,8333.333333333334,12500000.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,2000,3.0,3.0,185.0,2000.0,3,9250.0,18500000.0
Super built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1255,2.0,3.0,120.0,1255.0,2,9561.752988047809,12000000.0
Plot  Area,Ready To Move,Ulsoor,5 Bedroom,,1200,4.0,3.0,150.0,1200.0,5,12500.0,15000000.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,1685,4.0,2.0,185.0,1685.0,3,10979.228486646884,18500000.0
Built-up  Area,Ready To Move,Ulsoor,4 Bedroom,,2500,4.0,0.0,170.0,2500.0,4,6800.0,17000000.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,170.0,2135.0,3,7962.529274004683,17000000.0
Plot  Area,Ready To Move,Ulsoor,2 Bedroom,,1160,2.0,1.0,130.0,1160.0,2,11206.896551724138,13000000.0
Built-up  Area,Ready To Move,Upadhyaya Layout,3 BHK,,1300,2.0,1.0,67.0,1300.0,3,5153.846153846154,6700000.0
Built-up  Area,Ready To Move,Upkar Layout,1 Bedroom,,1050,1.0,1.0,70.0,1050.0,1,6666.666666666667,7000000.0
Plot  Area,Ready To Move,Upkar Layout,6 Bedroom,,1200,6.0,2.0,160.0,1200.0,6,13333.333333333334,16000000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1788,3.0,2.0,98.34,1788.0,3,5500.0,9834000.0
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1700,3.0,2.0,88.0,1700.0,3,5176.470588235294,8800000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1689.28,3.0,2.0,91.2,1689.28,3,5398.74976321273,9120000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ihnueut,1310,2.0,1.0,85.0,1310.0,3,6488.5496183206105,8500000.0
Super built-up  Area,20-Dec,Uttarahalli,2 BHK,PrdgeLa,1137,2.0,1.0,63.0,1137.0,2,5540.8970976253295,6300000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Omy 2es,1315,2.0,2.0,74.0,1315.0,3,5627.376425855513,7400000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1627.86,3.0,2.0,88.0,1627.86,3,5405.87028368533,8800000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Revane ,1280,2.0,2.0,75.0,1280.0,2,5859.375,7500000.0
Super built-up  Area,20-Dec,Uttarahalli,1 BHK,PrdgeLa,661,1.0,1.0,36.0,661.0,1,5446.293494704993,3600000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Ihnueut,1235,2.0,3.0,90.0,1235.0,2,7287.44939271255,9000000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1737,2.0,3.0,95.0,1737.0,3,5469.199769717904,9500000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1163,2.0,2.0,68.0,1163.0,2,5846.947549441101,6800000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Revane ,1150,2.0,2.0,70.0,1150.0,2,6086.95652173913,7000000.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1099,2.0,2.0,65.0,1099.0,2,5914.467697907188,6500000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Omy 2es,1265,2.0,2.0,65.0,1265.0,3,5138.339920948617,6500000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1460,3.0,3.0,76.0,1460.0,3,5205.479452054795,7600000.0
Built-up  Area,Ready To Move,Uttarahalli,3 Bedroom,,1650,2.0,1.0,130.0,1650.0,3,7878.787878787879,13000000.0
Super built-up  Area,Ready To Move,V.V Puram,2 BHK,,775,2.0,1.0,55.0,775.0,2,7096.774193548387,5500000.0
Built-up  Area,Ready To Move,V.V Puram,3 BHK,,151.11Sq. Yards,2.0,0.0,150.0,151.11,3,99265.43577526305,15000000.0
Plot  Area,Ready To Move,Vaderahalli,4 Bedroom,,2300,4.0,,200.0,2300.0,4,8695.652173913044,20000000.0
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,5.0,2.0,420.0,4800.0,4,8750.0,42000000.0
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,6.0,2.0,420.0,4800.0,4,8750.0,42000000.0
Built-up  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,4.0,3.0,420.0,4800.0,4,8750.0,42000000.0
Super built-up  Area,22-Jan,Vajarahalli,2 BHK,,945,2.0,1.0,54.0,945.0,2,5714.285714285715,5400000.0
Super built-up  Area,22-Jan,Vajarahalli,1 BHK,,551,1.0,1.0,30.0,551.0,1,5444.64609800363,3000000.0
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1475,3.0,1.0,80.0,1475.0,3,5423.728813559322,8000000.0
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1254,2.0,1.0,70.0,1254.0,3,5582.13716108453,7000000.0
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1432,3.0,2.0,79.0,1432.0,3,5516.7597765363125,7900000.0
Super built-up  Area,17-Mar,Varthur,2 BHK,Uptusol,1385,2.0,3.0,80.0,1385.0,2,5776.173285198556,8000000.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1012,2.0,1.0,66.5,1012.0,2,6571.146245059289,6650000.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,,1250,3.0,,71.0,1250.0,3,5680.0,7100000.0
Plot  Area,18-Jul,Varthur,3 Bedroom,,1200,3.0,1.0,67.75,1200.0,3,5645.833333333333,6775000.0
Plot  Area,17-Nov,Varthur,4 Bedroom,,4500,5.0,2.0,300.0,4500.0,4,6666.666666666667,30000000.0
Super built-up  Area,18-May,Varthur,2 BHK,Soamsay,1012,2.0,1.0,59.0,1012.0,2,5830.0395256917,5900000.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1360,2.0,3.0,85.0,1360.0,3,6250.0,8500000.0
